
GLIMMER    (ver.    3.02;    iterated)    predictions:
orf03915    3050667    3049573    -1    15.86
orf03917    3052317    3051115    -1    14.20
orf03920    3053518    3052340    -2    12.19
orf03921    3054840    3053515    -1    13.62
orf03922    3055444    3054866    -2    10.60
orf03923    3055612    3055941    +1    5.18
orf03924    3056187    3056789    +3    8.34
orf03927    3058410    3057178    -1    14.35
orf03928    3058382    3058495    +2    0.65
orf03930    3059325    3058666    -1    14.73
orf03931    3059611    3059381    -2    5.28
orf03933    3059777    3059664    -3    0.61
orf03934    3059753    3060646    +2    12.74
orf03936    3060850    3062994    +1    12.74
orf03937    3062987    3063982    +2    12.04
orf03938    3063993    3064778    +3    13.28
orf03939    3064802    3066280    +2    11.76
orf03940    3067173    3066277    -1    10.39
orf03941    3068080    3067340    -2    10.92
orf03943    3068766    3068173    -1    10.50
orf03944    3069807    3068947    -1    13.76
orf03945    3071244    3070165    -1    11.19
orf03948    3072622    3071459    -2    13.27
orf03949    3073691    3072672    -3    8.42
orf03952    3074689    3073976    -2    7.26
orf03953    3075195    3074686    -1    12.79
orf03954    3076182    3075217    -1    9.98
orf03957    3077456    3076179    -3    12.42
orf03958    3078859    3077471    -2    11.92
orf03959    3079330    3078887    -2    6.42
orf03962    3081635    3079644    -3    13.66
orf03963    3081913    3082671    +1    11.08
orf03965    3083797    3082877    -2    14.71
orf03966    3085833    3083935    -1    12.82
orf03967    3086051    3085920    -3    4.83
orf03968    3086386    3086511    +1    5.18
orf03970    3086706    3087860    +3    12.65
orf03972    3088284    3089678    +3    14.29
orf03973    3089755    3090252    +1    9.02
orf03974    3090347    3091054    +2    10.50
orf03975    3091134    3091865    +3    10.72
orf03977    3091878    3092828    +3    16.63
orf03978    3092937    3093500    +3    11.35
orf03979    3093500    3093916    +2    9.81
orf03980    3094051    3093923    -2    2.89
orf03981    3094981    3094100    -2    10.99
orf03982    3095098    3095802    +1    7.88
orf03983    3095820    3096386    +3    15.46
orf03984    3096383    3096673    +2    11.99
orf03985    3096681    3097274    +3    13.56
orf03986    3097267    3098403    +1    12.44
orf03987    3099565    3098558    -2    11.09
orf03989    3100728    3099682    -1    12.18
orf03991    3101623    3100904    -2    16.76
orf03992    3101784    3101644    -1    3.69
orf03993    3102133    3101807    -2    13.13
orf03994    3102852    3102133    -1    12.07
orf03995    3103013    3104065    +2    9.42
orf03996    3104093    3104368    +2    13.89
orf03998    3104433    3105512    +3    12.25
orf03999    3105652    3105518    -2    1.34
orf04001    3105714    3106970    +3    12.72
orf04002    3109155    3107020    -1    12.54
orf04003    3109553    3110260    +2    10.96
orf04004    3111126    3110590    -1    12.10
orf04005    3112021    3111128    -2    10.46
orf04006    3113049    3112054    -1    10.48
orf04007    3113435    3113067    -3    7.57
orf04008    3114475    3113543    -2    6.70
orf04011    3119112    3114550    -1    10.43
orf04012    3119263    3119445    +1    1.73
orf04015    3121261    3119597    -2    12.63
orf04016    3123805    3121634    -2    15.17
orf04017    3124231    3123827    -2    15.42
orf04018    3125459    3124236    -3    10.89
orf04019    3126522    3125470    -1    10.68
orf04020    3128012    3126522    -3    13.17
orf04021    3128272    3129036    +1    9.03
orf04022    3130179    3129043    -1    10.53
orf04024    3130178    3131194    +2    19.94
orf04025    3132408    3131341    -1    10.87
orf04026    3133212    3132454    -1    11.16
orf04027    3133942    3133244    -2    8.16
orf04028    3134131    3134823    +1    9.84
orf04030    3136371    3134872    -1    12.12
orf04031    3136431    3136571    +3    0.40
orf04033    3138522    3136663    -1    13.72
orf04034    3138727    3139593    +1    14.14
orf04035    3139964    3139716    -3    12.82
orf04036    3140318    3139977    -3    7.69
orf04037    3140799    3140311    -1    8.54
orf04038    3141286    3140792    -2    13.16
orf04040    3142989    3141286    -1    14.03
orf04041    3144164    3142986    -3    13.03
orf04042    3145140    3144154    -1    10.24
orf04043    3146261    3145143    -3    10.46
orf04044    3146245    3146373    +1    0.06
orf04045    3146737    3146450    -2    7.68
orf04046    3147266    3146856    -3    7.51
orf04047    3147619    3147266    -2    9.29
orf04048    3147740    3147597    -3    8.04
orf04049    3147897    3148937    +3    13.07
orf04050    3149471    3148977    -3    13.58
orf04051    3149662    3150546    +1    10.78
orf04053    3151243    3150818    -2    14.35
orf04055    3151984    3151250    -2    12.90
orf04056    3152101    3153423    +1    10.46
orf04058    3153563    3154222    +2    13.74
orf04059    3155304    3155158    -1    1.83
orf04061    3155161    3154262    -2    10.97
orf04062    3155355    3156518    +3    14.28
orf04064    3156623    3157450    +2    11.89
orf04067    3157650    3158576    +3    9.34
orf04068    3158627    3158884    +2    7.97
orf04070    3161146    3158927    -2    12.58
orf04071    3162669    3161257    -1    10.14
orf04072    3163361    3162744    -3    9.14
orf04075    3165973    3163715    -2    15.33
orf04077    3167718    3166111    -1    7.86
orf04078    3168246    3167851    -1    4.18
orf04079    3169231    3168749    -2    11.57
orf04080    3169676    3169284    -3    11.77
orf04081    3169828    3170487    +1    13.55
orf04082    3170484    3171833    +3    10.82
orf04083    3172530    3173111    +3    13.88
orf04085    3173142    3173456    +3    10.18
orf04086    3175396    3173504    -2    13.50
orf04087    3176006    3175425    -3    10.98
orf04088    3176833    3176006    -2    11.14
orf04089    3177280    3176858    -2    4.39
orf04091    3177910    3177281    -2    8.15
orf04092    3178115    3179596    +2    12.05
orf04093    3179744    3180415    +2    10.59
orf04095    3180421    3181581    +1    13.18
orf04096    3182434    3181619    -2    10.27
orf04097    3182550    3183323    +3    10.80
orf04098    3183551    3183381    -3    6.10
orf04099    3184466    3183813    -3    13.88
orf04100    3184840    3185130    +1    6.28
orf04101    3185414    3185965    +2    7.19
orf04102    3186187    3186552    +1    3.99
orf04103    3186510    3187415    +3    9.67
orf04105    3187400    3189865    +2    4.21
orf04106    3189881    3190630    +2    4.54
orf04107    3190632    3191696    +3    3.01
orf04108    3191939    3191739    -3    7.48
orf04109    3192208    3192837    +1    4.66
orf04110    3192864    3194525    +3    9.52
orf04112    3196753    3195320    -2    14.79
orf04114    3199641    3196801    -1    13.18
orf04115    3200965    3199664    -2    13.41
orf04117    3201207    3201827    +3    12.37
orf04118    3201891    3203129    +3    12.02
orf04119    3204122    3203310    -3    13.49
orf04120    3204589    3204221    -2    13.18
orf04121    3204694    3205311    +1    7.03
orf04122    3206256    3205324    -1    10.40
orf04124    3206463    3207374    +3    11.52
orf04125    3207371    3207976    +2    13.85
orf04126    3208024    3209487    +1    13.13
orf04128    3210543    3209530    -1    14.83
orf04129    3210781    3210996    +1    10.82
orf04131    3211107    3212852    +3    9.81
orf04132    3212866    3212988    +1    0.54
orf04133    3213047    3214888    +2    15.85
orf04135    3215473    3214967    -2    10.18
orf04136    3216491    3215727    -3    13.62
orf04137    3216779    3217402    +2    13.11
orf04139    3219076    3217556    -2    12.88
orf04141    3219494    3220873    +2    12.52
orf04143    3221247    3220915    -1    14.76
orf04144    3221466    3222449    +3    12.75
orf04146    3222633    3225725    +3    12.51
orf04148    3225722    3226171    +2    8.69
orf04149    3226234    3227667    +1    11.43
orf04150    3227801    3228871    +2    10.62
orf04152    3228888    3231239    +3    15.30
orf04153    3231288    3231401    +3    1.12
orf04155    3231665    3233683    +2    13.00
orf04157    3234144    3233728    -1    7.71
orf04158    3234455    3234141    -3    3.27
orf04162    3235875    3234739    -1    12.60
orf04163    3235960    3236463    +1    9.69
orf04164    3236540    3237232    +2    9.06
orf04165    3237311    3238297    +2    11.46
orf04167    3238580    3239545    +2    15.96
orf04168    3239944    3241188    +1    13.42
orf04169    3241744    3241193    -2    7.72
orf04171    3243314    3241827    -3    14.78
orf04173    3244741    3243329    -2    16.32
orf04176    3245224    3246522    +1    14.23
orf04177    3246652    3247428    +1    13.58
orf04178    3247453    3247584    +1    3.38
orf04179    3247773    3248435    +3    12.39
orf04180    3248454    3248822    +3    4.91
orf04181    3248969    3249337    +2    11.81
orf04182    3249375    3249680    +3    12.61
orf04183    3249683    3250087    +2    10.48
orf04184    3250077    3250376    +3    10.86
orf04186    3250472    3250954    +2    14.19
orf04187    3251024    3252010    +2    12.01
orf04188    3252304    3252669    +1    10.68
orf04189    3252911    3253267    +2    5.70
orf04190    3254214    3253318    -1    12.31
orf04191    3254418    3255020    +3    9.84
orf04193    3255040    3255207    +1    11.00
orf04196    3256651    3255341    -2    11.59
orf04198    3258010    3256679    -2    13.57
orf04199    3259649    3258285    -3    9.04
orf04200    3260110    3259721    -2    11.57
orf04202    3262418    3260124    -3    13.90
orf04203    3263660    3262452    -3    7.96
orf04205    3265017    3263686    -1    11.95
orf04206    3266028    3265039    -1    11.58
orf04207    3267065    3266127    -3    6.96
orf04209    3267854    3268393    +2    2.12
orf04210    3268415    3269602    +2    3.35
orf04212    3269932    3269804    -2    2.11
orf04213    3271770    3270625    -1    11.28
orf04214    3272751    3271867    -1    16.28
orf04216    3273557    3272787    -3    12.08
orf04218    3274907    3273573    -3    14.21
orf04219    3274928    3275053    +2    0.30
orf04220    3275116    3275235    +1    3.01
orf04221    3275282    3276853    +2    11.91
orf04222    3277197    3277337    +3    12.85
orf04224    3277337    3277801    +2    3.90
orf04226    3278665    3277856    -2    10.38
orf04227    3278914    3280194    +1    13.69
orf04228    3280217    3280690    +2    13.41
orf04229    3280701    3281102    +3    13.10
orf04230    3281122    3281625    +1    9.60
orf04231    3281743    3281877    +1    0.98
orf04232    3281976    3283130    +3    12.77
orf04233    3283143    3284003    +3    11.49
orf04234    3284170    3284646    +1    13.26
orf04235    3284685    3285488    +3    11.36
orf04236    3285478    3286269    +1    12.84
orf04237    3286324    3287025    +1    9.82
orf04238    3287426    3288010    +2    6.97
orf04239    3288090    3288785    +3    3.56
orf04240    3288739    3291330    +1    6.28
orf04241    3291341    3292432    +2    3.38
orf04242    3293335    3292475    -2    16.04
orf04243    3293400    3295436    +3    13.78
orf04245    3295394    3295789    +2    4.08
orf04246    3295809    3296399    +3    9.13
orf04247    3296409    3296984    +3    12.18
orf04249    3298138    3297098    -2    13.95
orf04250    3298846    3298211    -2    10.88
orf04251    3298974    3299492    +3    14.55
orf04252    3299915    3299472    -3    8.57
orf04254    3299966    3300268    +2    11.06
orf04255    3300758    3300255    -3    14.82
orf04257    3301276    3300752    -2    16.40
orf04258    3301485    3302480    +3    11.46
orf04259    3302489    3303367    +2    12.73
orf04260    3303448    3304455    +1    12.94
orf04261    3305817    3304573    -1    14.26
orf04264    3307860    3305971    -1    13.12
orf04266    3308924    3308040    -3    5.09
orf04268    3311168    3309033    -3    14.70
orf04269    3311684    3311415    -3    6.47
orf04271    3312777    3311833    -1    14.52
orf04272    3313178    3312777    -3    14.07
orf04274    3316014    3313342    -1    11.50
orf04276    3317526    3316039    -1    15.04
orf04277    3317976    3317554    -1    7.59
orf04278    3318405    3318551    +3    0.37
orf04280    3318637    3319980    +1    12.85
orf04281    3321505    3319988    -2    3.35
orf04282    3322505    3322173    -3    11.08
orf04284    3324070    3322733    -2    13.43
orf04285    3324911    3324063    -3    9.99
orf04287    3326935    3325001    -2    12.09
orf04288    3327664    3327035    -2    8.59
orf04290    3327790    3328083    +1    9.19
orf04291    3328715    3328239    -3    13.87
orf04292    3328963    3330396    +1    9.05
orf04294    3330445    3330585    +1    0.08
orf04295    3331754    3330582    -3    14.46
orf04297    3332735    3331770    -3    6.94
orf04299    3333119    3332862    -3    10.76
orf04300    3333451    3333140    -2    9.17
orf04302    3333710    3334681    +2    12.05
orf04303    3334909    3335187    +1    5.47
orf04304    3336494    3335235    -3    13.20
orf04305    3336818    3336549    -3    10.51
orf04307    3337256    3336963    -3    9.79
